loan_amnt,int_rate,fico_score,annual_inc,dti,emp_length,home_ownership,purpose,term,grade,loan_status,issue_date,installment,issue_year,issue_month,issue_quarter,term_months,home_ownership_MORTGAGE,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,grade_A,grade_B,grade_C,grade_D,grade_E,grade_F,grade_G,purpose_credit_card,purpose_debt_consolidation,purpose_home_improvement,purpose_major_purchase,purpose_other,purpose_small_business,loan_to_income,payment_to_income,fico_category,is_default
5042.0,11.56,712,48931,14.29,4,MORTGAGE,debt_consolidation,36 months,C,Fully Paid,,166.41,,,,36.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.10304306063640636,0.040810937851259936,Good,0
1000.0,16.54,789,96052,18.57,10,RENT,debt_consolidation,36 months,A,Charged Off,,35.42,,,,36.0,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,0.010411027360179903,0.004425103069170866,Very Good,1
26968.0,9.31,777,20000,17.06,9,RENT,major_purchase,60 months,A,Fully Paid,,563.88,,,,60.0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,1.3484,0.33832799999999996,Very Good,0
20234.0,11.19,830,51568,14.22,9,OWN,debt_consolidation,36 months,B,Fully Paid,,664.26,,,,36.0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.3923751163512256,0.15457493018926466,Exceptional,0
14555.0,16.49,803,26967,14.63,6,OWN,credit_card,36 months,A,Charged Off,,515.24,,,,36.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0.5397337486557644,0.22927578151073535,Exceptional,1
17239.0,17.53,745,29583,7.01,10,MORTGAGE,major_purchase,36 months,C,Fully Paid,,619.17,,,,36.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.5827333265726937,0.25115911165196225,Very Good,0
5996.0,9.28,688,45175,14.91,8,MORTGAGE,other,36 months,D,Fully Paid,,191.45,,,,36.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.13272827891532926,0.05085556170448256,Good,0
33598.050000000025,12.73,726,27276,20.23,9,MORTGAGE,credit_card,36 months,C,Fully Paid,,1093.6350000000002,,,,36.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.2672679278486583,0.5104135503739552,Good,0
16033.0,13.18,669,25734,17.37,3,RENT,major_purchase,60 months,E,Fully Paid,,366.28,,,,60.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,0.6230279008315847,0.1707997202145022,Fair,0
15875.0,13.49,732,57442,16.47,5,RENT,credit_card,36 months,D,Fully Paid,,538.65,,,,36.0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,0.27636572542738763,0.1125274189617353,Good,0
20806.0,10.95,741,200000,20.8,9,RENT,debt_consolidation,60 months,B,Fully Paid,,451.85,,,,60.0,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,0.10403,0.027111000000000003,Very Good,0
18848.0,17.13,763,101764,16.56,6,MORTGAGE,other,60 months,B,Fully Paid,,469.74,,,,60.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.18521284540702015,0.05539169057820054,Very Good,0
16791.0,5.0,778,121463,15.11,8,MORTGAGE,major_purchase,36 months,B,Fully Paid,,503.24,,,,36.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.1382396285288524,0.0497178564665783,Very Good,0
8676.0,10.32,693,104619,20.88,10,RENT,home_improvement,60 months,C,Fully Paid,,185.71,,,,60.0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,0.08292948699567,0.021301293264129842,Good,0
18771.0,13.79,676,36744,16.09,8,RENT,debt_consolidation,36 months,D,Fully Paid,,639.64,,,,36.0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,0.5108589157413456,0.20889614630960157,Good,0
30056.0,13.83,741,74427,13.11,3,OWN,other,60 months,B,Fully Paid,,696.7,,,,60.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.40383194270896317,0.11233020274900239,Very Good,0
25763.0,17.41,766,129105,18.75,1,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,,923.79,,,,36.0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.19955075326284807,0.08586406413384454,Very Good,0
27745.0,16.79,790,106920,14.72,3,OWN,home_improvement,36 months,A,Charged Off,,986.29,,,,36.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0.2594930789375234,0.11069472502805836,Very Good,1
10910.0,10.86,818,68609,12.75,7,MORTGAGE,debt_consolidation,60 months,A,Fully Paid,,236.45,,,,60.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.15901703858094418,0.0413560903088516,Exceptional,0
7083.0,17.2,665,86166,16.24,0,RENT,debt_consolidation,36 months,D,Fully Paid,,253.23,,,,36.0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,0.08220179653227491,0.035266346354710675,Fair,0
13993.0,9.14,791,200000,16.34,2,RENT,debt_consolidation,36 months,A,Fully Paid,,445.89,,,,36.0,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,0.069965,0.0267534,Very Good,0
15445.0,15.72,763,107754,6.17,3,MORTGAGE,credit_card,36 months,C,Fully Paid,,540.87,,,,36.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.14333574623679862,0.06023386602817529,Very Good,0
23753.0,19.24,708,48020,17.67,9,MORTGAGE,major_purchase,60 months,C,Fully Paid,,619.31,,,,60.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.49464806330695543,0.15476301541024573,Good,0
1460.0,16.86,617,56850,29.77,1,RENT,debt_consolidation,36 months,G,Fully Paid,,51.95,,,,36.0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,0.025681618293755495,0.010965699208443274,Fair,0
27236.0,12.42,725,28626,7.16,0,RENT,home_improvement,60 months,D,Fully Paid,,611.65,,,,60.0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,0.9514427443582757,0.25640326975476835,Good,0
13735.0,10.67,738,200000,10.98,6,RENT,small_business,60 months,D,Fully Paid,,296.38,,,,60.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0.068675,0.0177828,Good,0
11584.0,5.89,774,184003,33.41,2,MORTGAGE,major_purchase,36 months,A,Fully Paid,,351.83,,,,36.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.06295549529083765,0.022945060678358505,Very Good,0
6903.0,13.24,687,63465,8.42,2,RENT,credit_card,60 months,E,Charged Off,,157.91,,,,60.0,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,0.10876861262112976,0.029857716851808085,Good,1
1761.0,7.54,770,200000,25.29,2,MORTGAGE,major_purchase,36 months,B,Fully Paid,,54.81,,,,36.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.008805,0.0032886,Very Good,0
21585.0,8.83,749,93216,13.17,6,OWN,small_business,60 months,B,Fully Paid,,446.29,,,,60.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.23155895983522143,0.05745236869207004,Very Good,0
15586.0,7.24,715,44285,15.48,1,RENT,credit_card,36 months,C,Fully Paid,,482.96,,,,36.0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,0.35194761205825903,0.13086869143050694,Good,0
4680.0,10.16,684,112929,13.95,9,RENT,major_purchase,36 months,D,Fully Paid,,151.36,,,,36.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,0.04144196796217092,0.01608373402757485,Good,0
4639.0,11.89,844,79146,18.41,1,RENT,debt_consolidation,60 months,B,Fully Paid,,102.93,,,,60.0,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,0.05861319586586814,0.015606095064816921,Exceptional,0
12313.0,13.09,733,107634,2.36,10,RENT,credit_card,36 months,D,Fully Paid,,415.41,,,,36.0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,0.11439693777059294,0.04631361837337644,Good,0
28352.0,9.6,771,22962,16.49,8,RENT,debt_consolidation,36 months,B,Fully Paid,,909.52,,,,36.0,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,1.234735650204686,0.4753174810556572,Very Good,0
12923.0,16.28,783,33954,11.77,8,RENT,small_business,36 months,A,Charged Off,,456.12,,,,36.0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,0.38060316899334395,0.16120162572892738,Very Good,1
2974.0,11.17,721,169724,0.1,2,MORTGAGE,debt_consolidation,36 months,D,Fully Paid,,97.6,,,,36.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.017522566048408003,0.006900615116306473,Good,0
13034.0,8.85,625,195868,23.97,7,RENT,debt_consolidation,60 months,F,Fully Paid,,269.62,,,,60.0,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,0.06654481589642004,0.016518471623746606,Fair,0
12818.0,12.91,656,161228,0.0,8,RENT,debt_consolidation,36 months,F,Fully Paid,,431.33,,,,36.0,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,0.07950231969633066,0.0321033567370432,Fair,0
1000.0,19.85,816,200000,32.19,6,OWN,debt_consolidation,36 months,A,Fully Paid,,37.09,,,,36.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.005,0.0022254,Exceptional,0
14565.0,13.34,766,89693,19.94,6,MORTGAGE,other,36 months,B,Fully Paid,,493.14,,,,36.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.16238725430078155,0.0659770550656127,Very Good,0
13152.0,10.55,757,85387,4.11,2,OWN,other,60 months,B,Fully Paid,,283.01,,,,60.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.15402813074589808,0.03977326759342757,Very Good,0
20569.0,5.89,729,31595,25.7,4,RENT,small_business,36 months,C,Fully Paid,,624.72,,,,36.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,0.6510207311283431,0.23727298623199874,Good,0
29791.0,11.12,819,39879,9.0,2,RENT,debt_consolidation,36 months,A,Fully Paid,,977.01,,,,36.0,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,0.7470347802101357,0.2939923267885353,Exceptional,0
24012.0,12.94,739,20000,9.36,10,MORTGAGE,debt_consolidation,36 months,C,Fully Paid,,808.37,,,,36.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1.2006,0.485022,Good,0
12848.0,10.45,683,47808,0.59,7,MORTGAGE,debt_consolidation,36 months,F,Charged Off,,417.29,,,,36.0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0.26874163319946454,0.10474146586345383,Good,1
6147.0,5.34,703,20000,8.09,0,OWN,home_improvement,36 months,C,Fully Paid,,185.17,,,,36.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.30735,0.11110199999999999,Good,0
33598.050000000025,8.6,744,127602,9.03,5,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,,1093.6350000000002,,,,36.0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.27888277613203555,0.10579865519349226,Very Good,0
15473.0,17.82,681,78580,21.55,6,MORTGAGE,small_business,36 months,E,Fully Paid,,557.99,,,,36.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.19690761007890048,0.08521099516416392,Good,0
15111.0,17.74,779,20000,24.34,1,MORTGAGE,major_purchase,36 months,B,Fully Paid,,544.33,,,,36.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.75555,0.32659800000000005,Very Good,0
14806.0,8.45,798,52422,5.07,7,MORTGAGE,debt_consolidation,36 months,A,Fully Paid,,467.05,,,,36.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.28243867078707413,0.10691312807599863,Very Good,0
16584.0,14.69,798,200000,17.16,2,MORTGAGE,credit_card,36 months,B,Fully Paid,,572.38,,,,36.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.08292,0.0343428,Very Good,0
13845.0,7.29,661,54832,0.28,4,RENT,debt_consolidation,60 months,E,Fully Paid,,276.05,,,,60.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,0.2524985409979574,0.060413627079077915,Fair,0
10410.0,17.62,770,29766,17.19,6,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,,374.36,,,,36.0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.3497278774440637,0.1509211852449103,Very Good,0
10625.0,12.98,791,20000,32.3,4,MORTGAGE,credit_card,36 months,B,Fully Paid,,357.9,,,,36.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.53125,0.21473999999999996,Very Good,0
14737.0,15.8,805,20000,0.76,4,OWN,major_purchase,36 months,B,Fully Paid,,516.66,,,,36.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.73685,0.309996,Exceptional,0
10652.0,5.14,675,87108,6.88,8,OWN,other,36 months,E,Charged Off,,319.92,,,,36.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.12228497956559672,0.0440721862515498,Good,1
9297.0,14.71,823,44191,20.82,3,RENT,debt_consolidation,36 months,B,Fully Paid,,320.96,,,,36.0,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,0.21038220452128262,0.0871562082777036,Exceptional,0
15851.0,11.97,771,46831,21.76,7,OWN,debt_consolidation,60 months,B,Fully Paid,,352.36,,,,60.0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.3384723794068032,0.0902889111913049,Very Good,0
12960.0,15.41,683,44319,7.47,8,OWN,credit_card,60 months,F,Fully Paid,,311.11,,,,60.0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0.2924253706085426,0.08423746023150343,Good,0
27031.0,15.66,613,54275,26.79,2,RENT,debt_consolidation,36 months,G,Fully Paid,,945.8,,,,36.0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,0.4980377706126209,0.20911285122063564,Fair,0
1000.0,12.26,736,25361,8.48,0,MORTGAGE,debt_consolidation,36 months,C,Charged Off,,33.34,,,,36.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.03943062182090611,0.01577540317810812,Good,1
23732.0,9.6,673,74702,28.39,8,MORTGAGE,home_improvement,60 months,F,Charged Off,,499.58,,,,60.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0.3176889507643704,0.08025166662204493,Good,1
24968.0,15.12,726,22117,18.75,6,MORTGAGE,home_improvement,36 months,D,Fully Paid,,866.99,,,,36.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,1.12890536691233,0.4704019532486323,Good,0
1000.0,11.76,769,35274,25.17,8,MORTGAGE,home_improvement,60 months,B,Fully Paid,,25.1082,,,,60.0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0.02834949254408346,0.007525089300901514,Very Good,0
12258.0,8.51,689,121489,17.97,2,RENT,small_business,36 months,D,Fully Paid,,387.01,,,,36.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0.10089802368938752,0.03822667072739096,Good,0
12028.0,8.32,762,77912,20.26,8,MORTGAGE,debt_consolidation,36 months,D,Fully Paid,,378.69,,,,36.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.15437929972276415,0.058325803470582194,Very Good,0
3739.0,6.09,704,96758,20.68,1,RENT,home_improvement,60 months,D,Fully Paid,,72.44,,,,60.0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,0.03864279956179334,0.008984063333264432,Good,0
8777.0,9.96,741,200000,24.16,9,MORTGAGE,debt_consolidation,36 months,C,Fully Paid,,283.04,,,,36.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.043885,0.0169824,Very Good,0
6115.0,16.41,701,57425,14.74,8,RENT,other,36 months,C,Fully Paid,,216.23,,,,36.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,0.10648672181105791,0.045185198084457985,Good,0
29018.0,12.71,668,60780,7.8,6,MORTGAGE,other,36 months,E,Fully Paid,,973.68,,,,36.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.4774267851266864,0.19223692003948667,Fair,0
22485.0,9.88,727,49760,14.37,6,MORTGAGE,major_purchase,60 months,D,Fully Paid,,476.41,,,,60.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.45186897106109325,0.11488987138263666,Good,0
25172.0,15.22,707,43897,9.66,3,OTHER,credit_card,36 months,D,Fully Paid,,875.31,,,,36.0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.5734332642321799,0.23928104426270586,Good,0
20773.0,8.67,823,29513,10.18,2,OWN,credit_card,36 months,B,Fully Paid,,657.39,,,,36.0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.7038593162335242,0.2672950902991902,Exceptional,0
5967.0,12.38,655,63503,28.24,5,RENT,debt_consolidation,60 months,F,Fully Paid,,133.88,,,,60.0,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,0.09396406468985717,0.02529896225375179,Fair,0
10803.0,11.28,698,76767,19.98,7,MORTGAGE,debt_consolidation,36 months,D,Fully Paid,,355.11,,,,36.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.1407245300715151,0.055509789362616746,Good,0
18914.0,15.12,774,79820,19.61,10,RENT,debt_consolidation,60 months,C,Fully Paid,,451.15,,,,60.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,0.236958155850664,0.06782510648960159,Very Good,0
5222.0,5.69,789,62633,23.58,8,MORTGAGE,debt_consolidation,36 months,C,Fully Paid,,158.13,,,,36.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.08337457889610908,0.030296489071256365,Very Good,0
20703.0,8.6,766,114498,19.94,4,MORTGAGE,credit_card,36 months,C,Fully Paid,,654.5,,,,36.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.1808153854215794,0.06859508463029922,Very Good,0
13077.0,5.45,682,61120,29.94,7,RENT,debt_consolidation,36 months,E,Fully Paid,,394.58,,,,36.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,0.21395615183246072,0.07746989528795811,Good,0
12001.0,10.96,706,44958,0.0,1,MORTGAGE,debt_consolidation,60 months,D,Fully Paid,,260.69,,,,60.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.26693803105120334,0.06958227679167223,Good,0
20687.0,16.85,647,31291,7.02,4,RENT,debt_consolidation,36 months,E,Fully Paid,,736.0,,,,36.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,0.6611166150011185,0.282253683167684,Fair,0
18554.0,9.98,777,20246,9.39,4,RENT,credit_card,36 months,B,Fully Paid,,598.51,,,,36.0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,0.9164279363824953,0.3547426652178208,Very Good,0
12112.0,9.96,747,166423,3.99,10,OWN,credit_card,36 months,C,Fully Paid,,390.59,,,,36.0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.07277840202375874,0.028163655263995963,Very Good,0
24274.0,15.49,747,36704,15.9,4,RENT,debt_consolidation,60 months,B,Charged Off,,583.74,,,,60.0,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,0.66134481255449,0.19084786399302528,Very Good,1
6351.0,16.27,741,31320,16.28,1,MORTGAGE,debt_consolidation,36 months,C,Charged Off,,224.13,,,,36.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.20277777777777778,0.0858735632183908,Very Good,1
19927.0,11.65,762,44699,30.8,1,MORTGAGE,home_improvement,36 months,C,Fully Paid,,658.54,,,,36.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.4458041566925435,0.17679321685048882,Very Good,0
19744.0,14.74,704,49272,22.23,7,OWN,debt_consolidation,36 months,D,Fully Paid,,681.92,,,,36.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.4007144016885858,0.16607890891378468,Good,0
12523.0,7.69,746,188519,10.94,3,MORTGAGE,major_purchase,60 months,C,Fully Paid,,252.07,,,,60.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.06642831757011229,0.016045279255671844,Very Good,0
17609.0,17.51,639,47586,18.95,9,RENT,credit_card,60 months,E,Charged Off,,442.47,,,,60.0,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,0.3700458117933846,0.11157987643424537,Fair,1
4991.0,20.59,806,200000,0.38,5,OWN,debt_consolidation,36 months,B,Fully Paid,,186.99,,,,36.0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.024955,0.011219400000000001,Exceptional,0
22392.0,14.08,636,62604,16.14,3,MORTGAGE,small_business,36 months,F,Fully Paid,,766.18,,,,36.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.35767682576193216,0.14686218133026643,Fair,0
13520.0,5.0,764,200000,15.71,8,RENT,debt_consolidation,60 months,B,Fully Paid,,255.14,,,,60.0,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,0.0676,0.0153084,Very Good,0
10818.0,9.77,715,111943,7.78,4,RENT,credit_card,36 months,D,Fully Paid,,347.9,,,,36.0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,0.09663846779164396,0.037293979971950005,Good,0
23392.0,14.45,736,77089,13.39,7,RENT,credit_card,36 months,C,Fully Paid,,804.61,,,,36.0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,0.3034414767346833,0.12524899791150487,Good,0
9365.0,10.31,729,180681,9.46,7,RENT,debt_consolidation,36 months,D,Fully Paid,,303.55,,,,36.0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,0.051831681250380505,0.020160393179138928,Good,0
3732.0,17.09,732,131342,7.54,7,MORTGAGE,credit_card,36 months,C,Fully Paid,,133.22,,,,36.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.028414368594965815,0.012171582585920725,Good,0
2546.0,14.35,698,93365,20.4,9,RENT,credit_card,36 months,D,Fully Paid,,87.45,,,,36.0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,0.027269319338081723,0.011239757939270605,Good,0
19848.0,9.17,728,200000,23.27,8,RENT,other,60 months,D,Fully Paid,,413.65,,,,60.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,0.09924,0.024818999999999997,Good,0
4756.0,12.13,715,42240,19.08,7,RENT,home_improvement,36 months,B,Fully Paid,,158.26,,,,36.0,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,0.11259469696969697,0.04496022727272727,Good,0
29038.0,8.42,744,29838,11.5,10,RENT,debt_consolidation,60 months,B,Fully Paid,,594.64,,,,60.0,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,0.9731885515114954,0.23914739593806555,Very Good,0
1000.0,11.27,684,37295,9.7,0,RENT,small_business,36 months,E,Fully Paid,,32.87,,,,36.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,0.02681324574339724,0.010576216651025604,Good,0
28571.0,9.78,696,200000,11.74,9,OWN,debt_consolidation,36 months,E,Fully Paid,,918.96,,,,36.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.142855,0.0551376,Good,0
16688.0,16.7,726,165302,13.24,1,RENT,small_business,36 months,D,Fully Paid,,592.48,,,,36.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0.10095461639907563,0.04301073187257263,Good,0
14226.0,20.46,715,41453,8.02,2,OWN,major_purchase,36 months,B,Fully Paid,,532.03,,,,36.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.34318384676621716,0.15401442597640702,Good,0
10640.0,6.28,760,20000,23.43,8,OWN,credit_card,60 months,B,Charged Off,,207.09,,,,60.0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.532,0.12425399999999999,Very Good,1
18193.0,5.0,817,51839,13.38,4,MORTGAGE,debt_consolidation,60 months,A,Fully Paid,,343.32,,,,60.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.3509519859565192,0.07947375528077316,Exceptional,0
14698.0,11.02,629,29457,21.12,4,RENT,credit_card,36 months,F,Fully Paid,,481.33,,,,36.0,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,0.4989645924568014,0.1960810673184642,Fair,0
23826.0,5.93,735,42372,3.8,3,RENT,other,60 months,C,Fully Paid,,459.85,,,,60.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,0.5623052959501558,0.13023222883035968,Good,0
15913.0,12.18,749,28621,9.49,2,RENT,credit_card,60 months,C,Fully Paid,,355.43,,,,60.0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,0.5559903567310716,0.14902204674889066,Very Good,0
16202.0,15.0,711,20000,21.88,1,MORTGAGE,major_purchase,36 months,D,Fully Paid,,561.65,,,,36.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.8101,0.33698999999999996,Good,0
12091.0,17.98,749,200000,21.99,2,RENT,debt_consolidation,36 months,C,Fully Paid,,437.0,,,,36.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,0.060455,0.02622,Very Good,0
14544.0,12.81,766,37102,5.38,6,RENT,debt_consolidation,36 months,B,Fully Paid,,488.71,,,,36.0,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,0.39200043124359873,0.15806479435070883,Very Good,0
17462.0,11.23,751,160952,17.42,7,RENT,debt_consolidation,36 months,C,Fully Paid,,573.59,,,,36.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,0.10849197276206571,0.04276479944331229,Very Good,0
1318.0,5.0,721,51279,17.63,7,RENT,debt_consolidation,36 months,D,Fully Paid,,39.5,,,,36.0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,0.02570252930049338,0.009243549991224478,Good,0
4214.0,12.1,697,27131,9.33,4,RENT,debt_consolidation,36 months,E,Fully Paid,,140.17,,,,36.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,0.15532048210534075,0.06199697762706866,Good,0
20946.0,12.29,815,85506,17.86,9,RENT,small_business,36 months,A,Fully Paid,,698.61,,,,36.0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,0.2449652655953968,0.09804364605992562,Exceptional,0
16366.0,14.56,819,45536,2.36,3,RENT,debt_consolidation,60 months,A,Charged Off,,385.58,,,,60.0,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,0.3594079409697821,0.10161103302881237,Exceptional,1
13528.0,9.17,760,51793,7.58,1,MORTGAGE,credit_card,36 months,B,Fully Paid,,431.26,,,,36.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.26119359759040794,0.09991929411310409,Very Good,0
15147.0,10.26,791,66266,19.79,9,RENT,debt_consolidation,60 months,A,Fully Paid,,323.77,,,,60.0,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,0.22857875833760902,0.058630972142576884,Very Good,0
